This is the collection of Ford vehicles on mercadolibre website
Vehicle	Year	Type	Engine	Transmission	Fuel Type	Door	Link
Ford Focus Hb Sport At 2010 - $ 98,000.00	2010	Hatchback	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634449357-ford-focus-hb-sport-at-2010-_JM
Ford Edge 3.5 Limited V6 Piel Dvd At - $ 165,000.00	2010	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635188688-ford-edge-35-limited-v6-piel-dvd-at-_JM
Ford Escape 3.0 Xlt Piel Limited At V6 2010 - $ 160,000.00	2010	SUV	3.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635755750-ford-escape-30-xlt-piel-limited-at-v6-2010-_JM
Ford Fusion Sel V6 Ford Interactive System At 2010 - $ 130,000.00	2010	Sedán	3.0	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-634787745-ford-fusion-sel-v6-ford-interactive-system-at-2010-_JM
Ford F-150 Doble Cabina - $ 180,000.00	2010				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635227808-ford-f-150-doble-cabina-_JM
Ford Lobo Fx4 Supercab - 2010 - 4x4 - $ 220,000.00	2010	Pick-Up	5.7	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635306947-ford-lobo-fx4-supercab-2010-4x4-_JM
Mustang Gt 2010 - $ 190,000.00	2010	Convertible	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636673449-mustang-gt-2010-_JM
Ford Focus Sedan Ambiente 5vel Mt 2010 - $ 93,000.00	2010	Coupé	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637158435-ford-focus-sedan-ambiente-5vel-mt-2010-_JM
Ford Focus Sedan Ambiente At 2010 - $ 80,000.00	2010	Coupé	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635112938-ford-focus-sedan-ambiente-at-2010-_JM
Ford Captiva Sport - $ 155,000.00	2010				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637452920-ford-captiva-sport-_JM
Ford Focus Sedan Ambiente At 2010 - $ 89,500.00	2010	Coupé	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635678085-ford-focus-sedan-ambiente-at-2010-_JM
Ford Fusion Sel V6 Ford Interactive System At - $ 160,000.00	2010	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634682439-ford-fusion-sel-v6-ford-interactive-system-at-_JM
Ford Focus Sedan Ambiente 5vel Mt 2010 - $ 91,800.00	2010	Coupé	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636144651-ford-focus-sedan-ambiente-5vel-mt-2010-_JM
Ford Escape 2.0 Xls Tela L4 At - $ 140,000.00	2010	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635841557-ford-escape-20-xls-tela-l4-at-_JM
Ford Expedition 5.4 Limited Piel V8 4x2 At 2010 - $ 198,500.00	2010	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637411874-ford-expedition-54-limited-piel-v8-4x2-at-2010-_JM
Ford Fusion Se L4 At - $ 75,000.00	2010	Sedán	2.3	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-635543450-ford-fusion-se-l4-at-_JM
Ford Mustang 4.6 Gt Equipado Piel Mt 2010 - $ 183,000.00	2010	Convertible	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635686869-ford-mustang-46-gt-equipado-piel-mt-2010-_JM
Ford Fiesta 2010 - $ 73,000.00	2010	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633554577-ford-fiesta-2010-_JM
Ford Ford Flex 2010 Flex - $ 165,000.00	2010				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634070523-ford-ford-flex-2010-flex-_JM
Ford Fusion Se V6 At 2010 - $ 110,000.00	2010	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637504310-ford-fusion-se-v6-at-2010-_JM
Ford Edge 3.5 Limited V6 Piel Dvd At 2010 - $ 150,000.00	2010	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637308188-ford-edge-35-limited-v6-piel-dvd-at-2010-_JM
Ford Fiesta 1.6 First 5vel Sedan Mt 2010 - $ 70,000.00	2010	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636890688-ford-fiesta-16-first-5vel-sedan-mt-2010-_JM
Ford Escape 3.0 Xlt Piel Limited At 2010 - $ 135,000.00	2010	SUV	3.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636856277-ford-escape-30-xlt-piel-limited-at-2010-_JM
Ford Ecosport - $ 125,000.00	2010				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635670322-ford-ecosport-_JM
Ford Edge 3.5 Limited V6 Piel Dvd At 2010 - $ 180,000.00	2010	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637349065-ford-edge-35-limited-v6-piel-dvd-at-2010-_JM
Ford Fusion Sport V6 Mt 2010 - $ 125,000.00	2010	Sedán	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637581502-ford-fusion-sport-v6-mt-2010-_JM
Ford Fusion Se L4 At 2010 - $ 115,000.00	2010	Sedán	2.3	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-634403637-ford-fusion-se-l4-at-2010-_JM
Ford Focus Hb Sport At 2010 - $ 95,000.00	2010	Hatchback	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633618633-ford-focus-hb-sport-at-2010-_JM
Ford Focus Sedan Sport 5vel Mt 2010 - $ 95,000.00	2010	Coupé	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636569232-ford-focus-sedan-sport-5vel-mt-2010-_JM
Ford Ranger Pickup Xl L4 Crew Cab 5vel Mt 2010 - $ 135,000.00	2010	Pick-Up	2.3	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635211413-ford-ranger-pickup-xl-l4-crew-cab-5vel-mt-2010-_JM
Camioneta Ford F-350 Super Duty - $ 265,000.00	2010	Camión ligero	5.7	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-631708296-camioneta-ford-f-350-super-duty-_JM
Ford Lobo 2010 - $ 255,000.00	2010				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635174064-ford-lobo-2010-_JM
Ford Fusion Sport V6 Mt - $ 99,000.00	2010	Sedán	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635054221-ford-fusion-sport-v6-mt-_JM
Ford Focus Se - $ 25,000.00	2010				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635095749-ford-focus-se-_JM
Ford Escape 2010 - $ 120,000.00	2010		4 cilindros	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637523179-ford-escape-2010-_JM
Ford Fusion Se L4 At 2010 - $ 105,000.00	2010	Sedán	2.3	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-634718625-ford-fusion-se-l4-at-2010-_JM
Ford Focus 3p Hb Rs 6vel Mt 2010 - $ 295,000.00	2010	Hatchback	2.0	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-633927376-ford-focus-3p-hb-rs-6vel-mt-2010-_JM
Ford Lobo 2010 - $ 230,000.00	2010				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635724129-ford-lobo-2010-_JM
Ford Ecosport - $ 115,000.00	2010	SUV		Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634118919-ford-ecosport-_JM
Ford Mustang Lujo V6 Mt 2010 - $ 150,000.00	2010	Convertible	3.7	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637289181-ford-mustang-lujo-v6-mt-2010-_JM
Ford Lobo 2010 - $ 185,000.00	2010				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634631639-ford-lobo-2010-_JM
Ford Fusion S L4 At 2010 - $ 79,500.00	2010	Sedán	2.3	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-634394919-ford-fusion-s-l4-at-2010-_JM
Ford F-150 - $ 200,000.00	2010	Pick-Up	4.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633120194-ford-f-150-_JM
Ford Lobo Raptor Svt - $ 470,000.00	2010	Pick-Up	6.2	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636152365-ford-lobo-raptor-svt-_JM
Ford Ranger Chasis Cab Xl L4 5vel Mt 2010 - $ 125,000.00	2010	Pick-Up	2.3	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637024941-ford-ranger-chasis-cab-xl-l4-5vel-mt-2010-_JM
Ford Mustang Lujo V6 Mt 2010 - $ 145,000.00	2010	Convertible	3.7	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633739259-ford-mustang-lujo-v6-mt-2010-_JM
Ford Escape Xlt Piel - $ 142,000.00	2010	SUV	3.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634607639-ford-escape-xlt-piel-_JM
Ford Focus Hb Sport At 2010 - $ 100,000.00	2010	Hatchback	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636056288-ford-focus-hb-sport-at-2010-_JM
Ford Expedition 5.4 Limited Piel V8 4x2 At - $ 195,000.00	2010	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634392542-ford-expedition-54-limited-piel-v8-4x2-at-_JM
Ford Explorer Limited V8 Sync 4x2 Mt 2010 - $ 140,000.00	2010	SUV	4.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633616169-ford-explorer-limited-v8-sync-4x2-mt-2010-_JM
Ford Lobo Xlt Crewcab - $ 220,000.00	2010	Pick-Up	5.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636141674-ford-lobo-xlt-crewcab-_JM
Ford Mustang Lujo V6 Mt - $ 172,500.00	2010	Convertible	3.7	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-631254027-ford-mustang-lujo-v6-mt-_JM
Ford Fusion Sel V6 Ford Interactive System At 2010 - $ 110,000.00	2010	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636428508-ford-fusion-sel-v6-ford-interactive-system-at-2010-_JM
Ford Escape 3.0 Xlt Piel Limited At - $ 169,000.00	2010	SUV	3.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634247447-ford-escape-30-xlt-piel-limited-at-_JM
Ford Fusion Sel L4 Ford Interactive System At 2010 - $ 98,000.00	2010	Sedán	2.3	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-636129963-ford-fusion-sel-l4-ford-interactive-system-at-2010-_JM
Ford Lobo 4p Crew Cab 4x2 Lariat 2010 - $ 270,000.00	2010	Pick-Up	3.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633054645-ford-lobo-4p-crew-cab-4x2-lariat-2010-_JM
Ford Escape 2.0 Xls 5vel L4 Mt 2010 - $ 115,000.00	2010	SUV	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633906032-ford-escape-20-xls-5vel-l4-mt-2010-_JM
Ford Mustang Mustang Roof Glass - $ 189,000.00	2010				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634619614-ford-mustang-mustang-roof-glass-_JM
Ford Escape 2.0 Xls Tela L4 At 2010 - $ 140,000.00	2010	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635697192-ford-escape-20-xls-tela-l4-at-2010-_JM
Ford Fusion S L4 At 2010 - $ 120,000.00	2010	Sedán	2.3	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-634859873-ford-fusion-s-l4-at-2010-_JM
Ford Explorer 4.0 Xlt V6 Tela Sync 4x2 Mt - $ 140,000.00	2010	SUV	4.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636948795-ford-explorer-40-xlt-v6-tela-sync-4x2-mt-_JM
Ford Fusion 4p Se L4 Aut 2010 - $ 112,000.00	2010						https://auto.mercadolibre.com.mx/MLM-635095883-ford-fusion-4p-se-l4-aut-2010-_JM
Ford F-150 - $ 165,000.00	2010		4.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636208847-ford-f-150-_JM
Ford Fiesta 2013 - $ 113,000.00	2010				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-631815072-ford-fiesta-2013-_JM
Ford Fusion Sel L4 Ford Interactive System At 2010 - $ 98,000.00	2010	Sedán	2.3	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-633526807-ford-fusion-sel-l4-ford-interactive-system-at-2010-_JM
Ford F-150 - $ 150,000.00	2010	Pick-Up	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634734423-ford-f-150-_JM
Ford Courier 2010 - $ 76,000.00	2010		1.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634979099-ford-courier-2010-_JM
Ford Fiesta 1.6 First 5vel Aa Sedan Mt 2010 - $ 64,000.00	2010	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634407914-ford-fiesta-16-first-5vel-aa-sedan-mt-2010-_JM
Ford F-550 Mod. 2006 Motor 2010 - $ 185,000.00	2006				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634920110-ford-f-550-mod-2006-motor-2010-_JM
Ford Escape 2.0 Xls Tela L4 At 2010 - $ 115,000.00	2010	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633918951-ford-escape-20-xls-tela-l4-at-2010-_JM
Ford Focus 3p Hb Rs 6vel Mt 2010 - $ 165,000.00	2010	Hatchback	2.0	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-636197606-ford-focus-3p-hb-rs-6vel-mt-2010-_JM
Camioneta Blindada Ford Expedition 2010 Nivel 3 - $ 270,000.00	2010	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635268134-camioneta-blindada-ford-expedition-2010-nivel-3-_JM
Ford Fiesta 1.6 Trend 5vel Aa Ee Sedan Comfort Mt 2010 - $ 65,000.00	2010	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635452166-ford-fiesta-16-trend-5vel-aa-ee-sedan-comfort-mt-2010-_JM
Ford Focus Hb St Europa 6vel Mt 3p 2010 - $ 162,000.00	2010	Hatchback	2.0	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-636666131-ford-focus-hb-st-europa-6vel-mt-3p-2010-_JM
Ford F-350 - $ 215,000.00	2010				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633400923-ford-f-350-_JM
Ford Lobo Lariat Crew Cab 4x4 V8 Triton 2011 (impecable) - $ 349,000.00	2011	Pick-Up	V8 TRITON	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-631756818-ford-lobo-lariat-crew-cab-4x4-v8-triton-2011-impecable-_JM
Ford Edge 3.5 Limited V6 Piel Qc At (enganche) - $ 98,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633554776-ford-edge-35-limited-v6-piel-qc-at-enganche-_JM
Ford Edge 3.5 Limited V6 Piel Qc At 2011 - $ 235,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632090127-ford-edge-35-limited-v6-piel-qc-at-2011-_JM
Ford Edge 3.5 Sel At 2011 - $ 180,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633947831-ford-edge-35-sel-at-2011-_JM
Ford Fusion Se L4 At - $ 117,700.00	2011	Sedán	2.3	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632342835-ford-fusion-se-l4-at-_JM
Ford Expedition Limited Max (es La Larga Como Suburban) - $ 289,000.00	2011	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-628794162-ford-expedition-limited-max-es-la-larga-como-suburban-_JM
Ford Fiesta 2011 Original En Muy Buenas Condiciones - $ 86,000.00	2011	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630672387-ford-fiesta-2011-original-en-muy-buenas-condiciones-_JM
Ford Edge 3.5 Limited V6 Piel Qc At - $ 189,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633209283-ford-edge-35-limited-v6-piel-qc-at-_JM
Ford Escape  Xlt 2011. Piel Factura Original. Familiar. - $ 137,800.00	2011	SUV	3.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634612749-ford-escape-xlt-2011-piel-factura-original-familiar-_JM
Ford F350 Excelente 2011 Factura Original Caja Seca Laminada - $ 269,000.00	2011				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636028277-ford-f350-excelente-2011-factura-original-caja-seca-laminada-_JM
Ford Escape 2011 (enganche) - $ 66,000.00	2011		2.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-629714396-ford-escape-2011-enganche-_JM
Ford Focus Sedan Ambiente 5vel Mt 2011 - $ 109,000.00	2011	Coupé	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-609841270-ford-focus-sedan-ambiente-5vel-mt-2011-_JM
Ford Fiesta 2011 - $ 155,000.00	2011	Hatchback	1.6	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-636253782-ford-fiesta-2011-_JM
Ford Focus 2011 - $ 115,000.00	2011	Hatchback		Automática	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-632115598-ford-focus-2011-_JM
Ford Escape 2.0 Xls Tela L4 At 2011 - $ 163,000.00	2011	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632817438-ford-escape-20-xls-tela-l4-at-2011-_JM
Explorer Limited 2011 Blindada Nivel 3+  Blindaje Blindados - $ 455,000.00	2011	SUV	4.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633404158-explorer-limited-2011-blindada-nivel-3-blindaje-blindados-_JM
Ford Edge 3.5 Sel At 2011 - $ 164,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637584673-ford-edge-35-sel-at-2011-_JM
F-150 Excelentes Condiciones Mod.2011 - $ 169,000.00	2011	Pick-Up		Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634038885-f-150-excelentes-condiciones-mod2011-_JM
Ford Focus Sedan Ambiente At - $ 109,000.00	2011	Coupé	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634490141-ford-focus-sedan-ambiente-at-_JM
Ford Edge 3.5 Se At 2011 - $ 185,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632456953-ford-edge-35-se-at-2011-_JM
Ford Explorer 4.0 Xlt V6 Tela Base 4x2 Mt 2011 - $ 199,000.00	2011	SUV	4.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633745373-ford-explorer-40-xlt-v6-tela-base-4x2-mt-2011-_JM
Ford F-550 - $ 369,800.00	2011				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-632247269-ford-f-550-_JM
Ford Focus Sedan Sport At 2011 - $ 99,000.00	2011	Coupé	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635615816-ford-focus-sedan-sport-at-2011-_JM
Ford Fiesta 1.6 Se 5vel Sedan Mt 2011 - $ 110,000.00	2011	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636351225-ford-fiesta-16-se-5vel-sedan-mt-2011-_JM
Ford Fiesta Ikon First A/c 2011 - $ 73,000.00	2011	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635478424-ford-fiesta-ikon-first-ac-2011-_JM
Ford Edge 5 Pts. Sel, V6, Ta 2011 Seminuevos - $ 195,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632797852-ford-edge-5-pts-sel-v6-ta-2011-seminuevos-_JM
Ford Fiesta 1.6 Se Sedan At 2011 - $ 89,900.00	2011	Hatchback	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636388177-ford-fiesta-16-se-sedan-at-2011-_JM
Ford Ranger Pickup Xl L4 Crew Cab 5vel Aa Mt 2011 - $ 152,000.00	2011	Pick-Up	2.3	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635063953-ford-ranger-pickup-xl-l4-crew-cab-5vel-aa-mt-2011-_JM
Ford Fiesta 1.6 Se Sedan At 2011 - $ 99,500.00	2011	Hatchback	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636236190-ford-fiesta-16-se-sedan-at-2011-_JM
Ford Econoline 8 Pasajeros  - $ 189,000.00	2011				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637589863-ford-econoline-8-pasajeros-_JM
Caja Seca Para Ford F 350 - $ 42,000.00	2011				Gasolina	1	https://auto.mercadolibre.com.mx/MLM-634974350-caja-seca-para-ford-f-350-_JM
Blindada 2011 Ford Lobo Cabina Sencila 4 Plus Blindados - $ 660,000.00	2011			Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-592282924-blindada-2011-ford-lobo-cabina-sencila-4-plus-blindados-_JM
Ford Fiesta 2011-2017 Chocado Se Vende Completo O Por Partes - $ 59,000.00	2016	Sedán	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633625843-ford-fiesta-2011-2017-chocado-se-vende-completo-o-por-partes-_JM
Ford Edge 2011 - $ 170,000.00	2011	Van	V6	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635439771-ford-edge-2011-_JM
Ford Fiesta 1.6 Se Sedan At 2011 - $ 99,800.00	2011	Hatchback	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635727494-ford-fiesta-16-se-sedan-at-2011-_JM
Ford Expedition 5.4 Limited Piel V8 4x2 At - $ 260,000.00	2011	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-631542422-ford-expedition-54-limited-piel-v8-4x2-at-_JM
Ford Escape 3.0 Xlt Piel Limited Plus V6 Gps Nav At 2011 - $ 159,000.00	2011	SUV	3.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634589644-ford-escape-30-xlt-piel-limited-plus-v6-gps-nav-at-2011-_JM
Ford Expedition 2011 Limited Piel 4x2 - $ 260,000.00	2011	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636162483-ford-expedition-2011-limited-piel-4x2-_JM
Ford Edge 2011 - $ 255,000.00	2011				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-629705285-ford-edge-2011-_JM
Ford Mustang 5.0l Gt Convertible 2011 At - $ 274,900.00	2011	Convertible	5.0l	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636509521-ford-mustang-50l-gt-convertible-2011-at-_JM
Ford Edge 3.5 Limited V6 Piel Qc At 2011 - $ 195,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-631262884-ford-edge-35-limited-v6-piel-qc-at-2011-_JM
Ford Escape 3.0 Xlt Piel Limited V6 At - $ 150,000.00	2011	SUV	3.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636020900-ford-escape-30-xlt-piel-limited-v6-at-_JM
Bonita Camioneta De Carga Ford Transit Mod-2011 - $ 194,900.00	2011	Van	2200	Manual	Diesel	4	https://auto.mercadolibre.com.mx/MLM-636822729-bonita-camioneta-de-carga-ford-transit-mod-2011-_JM
Ford Fusion Se L4 At - $ 130,000.00	2011	Sedán	2.3	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636770033-ford-fusion-se-l4-at-_JM
Ford Edge 3.5 Sel At - $ 195,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637070709-ford-edge-35-sel-at-_JM
Ford Ranger Estacas - $ 137,000.00	2011	Pick-Up	2.3	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636237655-ford-ranger-estacas-_JM
Ford Mustang 5.0 Gt V8 2011 - $ 465,000.00	2011	Convertible	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-632345761-ford-mustang-50-gt-v8-2011-_JM
Ford Fiesta 1.6 Se Sedan At 2011 - $ 110,000.00	2011	Hatchback	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-632082908-ford-fiesta-16-se-sedan-at-2011-_JM
Ford Ecosport Aut Aire E/e 4cil - $ 154,900.00	2011	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635420573-ford-ecosport-aut-aire-ee-4cil-_JM
Ford Expedition 5.4 Limited Piel V8 4x2 At 2011 - $ 222,000.00	2011	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632526237-ford-expedition-54-limited-piel-v8-4x2-at-2011-_JM
Ford Fusion 4 Pts. Se, V6, Ta, 6 Cd, F. Niebla 2011 Seminue - $ 136,000.00	2011	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635984907-ford-fusion-4-pts-se-v6-ta-6-cd-f-niebla-2011-seminue-_JM
Pick-up Diesel Ford F250 2011 - $ 450,000.00	2011				Diesel	4	https://auto.mercadolibre.com.mx/MLM-634384411-pick-up-diesel-ford-f250-2011-_JM
Ford Edge Limited 2011 Seminuevos - $ 210,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-632748168-ford-edge-limited-2011-seminuevos-_JM
Ford Edge 3.5 Sel At 2011 - $ 175,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-629943093-ford-edge-35-sel-at-2011-_JM
Ford Mustang Gt V8 5.0l 6 Cd Escape Doble Ra-19 Blanco 2011 - $ 265,000.00	2011	Coupé		Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635266803-ford-mustang-gt-v8-50l-6-cd-escape-doble-ra-19-blanco-2011-_JM
Ford Mustang Gt 5.0 V8 Ta 2011 Rojo - $ 250,000.00	2011	Coupé	V8 5.0 412hp	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-612017901-ford-mustang-gt-50-v8-ta-2011-rojo-_JM
Ford Edge 3.5 Limited V6 Piel Qc At 2011 - $ 210,000.00	2011	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635886356-ford-edge-35-limited-v6-piel-qc-at-2011-_JM
Ford Expedition 5.4 Max Limited V8 4x2 Mt 2011 - $ 250,000.00	2011	SUV	5.4	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633330745-ford-expedition-54-max-limited-v8-4x2-mt-2011-_JM
